Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
0,0.0,0.0,0.0,0.0
1,7.811042788835279e-11,1.8053825313817393e-11,5.4755868785492906e-11,2.488903126613314e-11
2,3.021252399455155e-11,3.6107650627634785e-11,2.9483929346034644e-11,2.6037755786108514e-11
3,1.7316934484681987e-11,1.3264034924437265e-11,3.829081733251252e-12,2.6037755786108514e-11
4,2.800185150714534e-11,3.758143228590559e-11,5.7436225998768784e-11,2.833520482605927e-11
5,3.758143228590559e-11,2.947563316541615e-12,1.7230867799630636e-11,6.547729763859642e-11
6,6.668862003675403e-11,9.763803486044098e-11,1.6465051452980387e-11,3.982245002581303e-11
7,4.163433184615031e-11,1.4737816582708074e-12,5.973367503871954e-11,1.1870153373078882e-11
8,2.0264497801223602e-11,4.495034057725963e-11,3.02497456926849e-11,3.867372550583765e-11
9,2.5791179019739128e-11,5.1582358039478257e-11,4.4034439932389403e-11,2.4506123092808016e-11
10,9.211135364192546e-12,2.3948951946900622e-11,1.1870153373078882e-11,3.867372550583765e-11
11,3.6844541456770184e-11,1.2895589509869564e-11,6.700893033189691e-11,5.781913417209391e-11
12,3.94236593587441e-11,6.374105672021241e-11,1.8762500492931138e-11,4.594898079901503e-11
13,7.074151959699875e-11,2.3212061117765216e-11,3.79079091591874e-11,2.412321491948289e-11
14,2.210672487406211e-12,2.7633406092577638e-11,0.0,3.063265386601002e-12
15,5.1582358039478257e-11,4.2371222675285714e-11,6.777474667854717e-11,2.488903126613314e-11
16,1.9159161557520497e-11,1.363248033900497e-11,1.684795962630551e-11,5.7053317825443664e-11
17,3.2423196481957766e-11,5.637214842885838e-11,4.4034439932389403e-11,2.4506123092808016e-11
18,1.4737816582708076e-11,0.0,1.9911225012906514e-11,2.7569388479409016e-11
19,4.642412223553043e-11,2.5422733605171426e-11,3.9056633679162775e-11,1.9528316839581387e-11
20,4.0528995602447204e-11,8.142643661946211e-11,5.552168513214316e-11,5.628750147879341e-11
21,9.94802619332795e-12,3.205475106739006e-11,2.029413318623164e-11,2.1442857706207012e-11
22,3.352853272566087e-11,0.0,3.0632653866010017e-11,4.901224618561603e-11
23,3.205475106739006e-11,2.800185150714534e-11,4.977806253226628e-11,1.4550510586354759e-11
24,2.984407857998385e-11,7.921576413205589e-11,1.3401786066379384e-11,6.432857311862104e-11
25,5.93197117454e-11,0.0,2.7569388479409016e-11,0.0
26,2.1001388630359004e-11,3.5370759798499374e-11,3.7525000985862276e-11,3.216428655931052e-11
27,9.211135364192546e-12,1.7316934484681987e-11,2.642066395943364e-11,1.7996684146280886e-11
28,4.273966808985341e-11,6.226727506194162e-11,2.8718112999384392e-11,6.317984859864566e-11
29,3.389697814022857e-11,3.721298687133789e-11,7.007219571849792e-11,0.0
30,5.342458511231677e-11,1.8790716142952795e-11,1.0338520679778382e-11,7.696454283835017e-11
31,7.442597374267578e-11,6.300416589107702e-11,6.279694042532054e-11,2.2591582226182388e-11
32,1.4369371168140371e-11,3.5370759798499374e-11,2.9101021172709518e-11,6.011658321204467e-11
33,5.452992135601988e-11,2.3212061117765216e-11,4.1354082719113526e-11,1.7230867799630636e-11
34,3.021252399455155e-11,4.716101306466584e-11,3.0632653866010017e-11,5.667040965211854e-11
35,5.305613969774906e-11,4.421344974812422e-11,2.642066395943364e-11,0.0
36,0.0,2.652806984887453e-11,1.1870153373078882e-11,1.7996684146280886e-11
37,5.784593008712919e-11,0.0,6.662602215857179e-11,6.126530773202003e-11
38,6.6320174622186326e-12,6.005660257453541e-11,2.7952296652734143e-11,2.4506123092808016e-11
39,3.021252399455155e-11,1.6948489070114285e-11,1.3401786066379384e-11,6.50943894652713e-11
40,2.8370296921713043e-11,7.589975540094658e-11,4.326862358573915e-11,3.8290817332512525e-13
41,2.8738742336280743e-11,0.0,5.2458419745542155e-11,5.935076686539441e-11
42,6.484639296391553e-11,3.0580969409119256e-11,0.0,3.369591925261102e-11
43,2.6896515263442236e-11,2.0632943215791305e-11,3.63762764658869e-11,1.5316326933005008e-11
44,3.684454145677019e-12,6.07934934036708e-11,5.0926787052241657e-11,4.824642983896578e-11
45,5.379303052688447e-11,1.4369371168140371e-11,2.4506123092808016e-11,1.608214327965526e-11
46,1.98960523866559e-11,2.5422733605171426e-11,6.203112407867029e-11,3.254719473263565e-11
47,4.273966808985341e-11,2.0632943215791305e-11,2.3740306746157763e-11,2.642066395943364e-11
48,2.652806984887453e-11,4.01605501878795e-11,8.04107163982763e-12,2.9483929346034644e-11
49,5.268769428318137e-11,4.2371222675285714e-11,5.973367503871954e-11,9.189796159803006e-12
50,2.173827945949441e-11,1.8053825313817393e-11,0.0,8.845178803810392e-11
51,2.431739736146832e-11,4.310811350442111e-11,5.781913417209391e-11,3.139847021266027e-11
52,1.9527606972088197e-11,5.305613969774906e-11,1.7613775972955763e-11,3.561046011923665e-11
53,5.1582358039478257e-11,5.1213912624910564e-11,5.399005243884266e-11,0.0
54,1.6948489070114285e-11,2.1369834044926707e-11,0.0,6.777474667854717e-11
55,7.332063749897268e-11,2.210672487406211e-12,2.7952296652734143e-11,0.0
56,2.947563316541615e-11,6.889929252416024e-11,6.279694042532054e-11,7.045510389182305e-11
57,3.94236593587441e-11,4.495034057725963e-11,1.9528316839581387e-11,5.7436225998768785e-12
58,4.052899560244721e-12,4.0897441017014903e-11,2.9483929346034644e-11,4.4034439932389403e-11
59,6.447794754934783e-11,0.0,4.441734810571452e-11,2.3740306746157763e-11
60,0.0,5.416147594145217e-11,4.441734810571452e-11,5.169260339889191e-11
61,7.221530125526957e-11,3.94236593587441e-11,5.284132791886728e-11,1.531632693300501e-12
62,0.0,0.0,2.3740306746157763e-11,6.50943894652713e-11
63,3.6107650627634785e-11,5.379303052688447e-11,4.939515435894116e-11,3.867372550583765e-11
64,2.2475170288629814e-11,3.647609604220248e-11,1.9911225012906514e-11,1.110433702642863e-11
65,6.337261130564472e-11,2.947563316541615e-11,2.7569388479409016e-11,3.599336829256177e-11
66,2.947563316541615e-11,4.7897903893801243e-11,2.8718112999384392e-11,6.700893033189691e-11
67,3.8318323115040995e-11,0.0,5.322423609219241e-11,7.658163466502504e-12
68,2.210672487406211e-12,4.3845004333556524e-11,2.335739857283264e-11,6.547729763859642e-11
69,6.595172920761864e-11,1.8053825313817393e-11,3.254719473263565e-11,1.110433702642863e-11
70,0.0,3.426542355479627e-11,1.9528316839581387e-11,2.8718112999384392e-11
71,4.642412223553043e-11,3.758143228590559e-11,6.471148129194617e-11,5.360714426551753e-12
72,1.4737816582708076e-11,4.01605501878795e-11,0.0,6.088239955869492e-11
73,6.116193881823851e-11,4.163433184615031e-11,3.4078827425936147e-11,2.182576587953214e-11
74,7.737353705921739e-12,1.8790716142952795e-11,2.986683751935977e-11,5.7053317825443664e-11
75,5.6740593843426087e-11,3.573920521306708e-11,5.552168513214316e-11,3.94395418524879e-11
76,3.021252399455155e-11,2.5791179019739128e-11,1.608214327965526e-11,2.7569388479409016e-11
77,5.084546721034285e-11,3.2423196481957766e-11,4.977806253226628e-11,0.0
78,2.0632943215791305e-11,6.889929252416024e-11,8.806887986477881e-12,7.27525529317738e-11
79,2.984407857998385e-11,7.368908291354037e-13,5.284132791886728e-11,1.5316326933005008e-11
80,8.474244535057142e-12,4.200277726071801e-11,2.029413318623164e-11,2.642066395943364e-11
81,5.96881571599677e-11,4.937168555207205e-11,2.2974490399507514e-11,2.986683751935977e-11
82,4.421344974812422e-12,7.737353705921739e-12,5.5904593305468285e-11,6.164821590534516e-11
83,7.99526549611913e-11,4.200277726071801e-11,3.561046011923665e-11,9.572704333128132e-12
84,4.2371222675285714e-11,2.358050653233292e-11,2.7569388479409016e-11,6.50943894652713e-11
85,8.842689949624843e-12,2.210672487406211e-11,2.8718112999384392e-11,3.6759184639212024e-11
86,0.0,4.01605501878795e-11,2.029413318623164e-11,2.7569388479409016e-11
87,7.000462876786335e-11,4.6055676820962733e-11,5.054387887891653e-11,2.182576587953214e-11
88,1.0316471607895652e-11,8.842689949624843e-12,3.829081733251253e-11,3.5227551945911525e-11
89,7.000462876786335e-11,2.2843615703197517e-11,1.7230867799630636e-11,6.509438946527129e-12
90,0.0,6.926773793872795e-11,3.4078827425936147e-11,4.748061349231553e-11
91,2.8738742336280743e-11,2.984407857998385e-11,3.9056633679162775e-11,2.6803572132758767e-11
92,4.826634930836894e-11,2.2475170288629814e-11,4.55660726256899e-11,4.058826637246328e-11
93,3.168630565282236e-11,2.5791179019739128e-11,6.892347119852254e-12,0.0
94,3.5002314383931674e-11,2.0632943215791305e-11,3.1781378385985395e-11,6.164821590534516e-11
95,7.479441915724347e-11,8.216332744859751e-11,5.8202042345419036e-11,5.0926787052241657e-11
96,0.0,4.2371222675285714e-11,3.4078827425936147e-11,2.9101021172709518e-11
97,2.2475170288629814e-11,5.784593008712919e-11,2.565484761278339e-11,0.0
98,6.263572047650931e-11,1.7316934484681987e-11,2.488903126613314e-11,5.322423609219241e-11
99,1.9527606972088197e-11,1.8053825313817393e-11,6.279694042532054e-11,1.7996684146280886e-11
100,1.8053825313817393e-11,3.205475106739006e-11,1.7613775972955763e-11,8.041071639827631e-11
101,6.779395628045714e-11,3.94236593587441e-11,6.50943894652713e-11,1.1487245199753757e-11
102,2.1001388630359004e-11,4.642412223553043e-11,2.0677041359556763e-11,3.1781378385985395e-11
103,4.9740130966639747e-11,1.179025326616646e-11,3.867372550583765e-11,2.5271939439458265e-11
104,0.0,4.531878599182733e-11,3.6759184639212024e-11,5.935076686539441e-11
105,6.07934934036708e-11,6.15303842328062e-11,1.2635969719729133e-11,4.2885715412414025e-11
106,1.2527144095301863e-11,4.789790389380124e-12,2.4506123092808016e-11,1.8379592319606012e-11
107,2.8370296921713043e-11,4.531878599182733e-11,7.849617553165068e-11,1.8379592319606012e-11
108,5.489836677058758e-11,4.126588643158261e-11,0.0,4.1354082719113526e-11
109,2.5422733605171426e-11,0.0,5.628750147879341e-11,3.79079091591874e-11
110,9.94802619332795e-12,4.3845004333556524e-11,2.029413318623164e-11,2.565484761278339e-11
111,5.452992135601988e-11,2.1001388630359004e-11,5.973367503871954e-11,4.1354082719113526e-11
112,1.400092575357267e-11,5.231924886861367e-11,2.4506123092808016e-11,5.5904593305468285e-11
113,5.1950803454045956e-11,5.158235803947826e-12,2.2591582226182388e-11,1.5699235106330135e-11
114,2.1001388630359004e-11,3.205475106739006e-11,2.4506123092808016e-11,1.5316326933005008e-11
115,3.0949414823686955e-11,1.7685379899249687e-11,5.7053317825443664e-11,2.5271939439458265e-11
116,1.0684917022463353e-11,6.337261130564472e-11,0.0,4.480025627903965e-11
117,6.337261130564472e-11,1.179025326616646e-11,6.203112407867029e-11,2.488903126613314e-11
118,3.758143228590559e-11,6.668862003675403e-11,0.0,5.207551157221703e-11
119,2.800185150714534e-11,2.1369834044926707e-11,5.8202042345419036e-11,3.216428655931052e-11
120,3.794987770047329e-11,3.2791641896525465e-11,1.4167602413029634e-11,2.6037755786108514e-11
121,6.116193881823851e-11,1.363248033900497e-11,1.4167602413029634e-11,1.0721428853103506e-11
122,1.8053825313817393e-11,7.77419824737851e-11,5.896785869206929e-11,9.917321689120744e-11
123,2.9107187750848445e-11,3.684454145677019e-12,4.173699089243865e-11,3.8290817332512525e-13
124,2.0632943215791305e-11,8.105799120489441e-11,2.9101021172709518e-11,3.446173559926127e-11
125,5.268769428318137e-11,0.0,5.5904593305468285e-11,3.714209281253715e-11
126,1.215869868073416e-11,2.984407857998385e-11,3.561046011923665e-11,3.4078827425936147e-11
127,1.2748211344042483e-10,6.005660257453541e-11,1.1755280921081345e-10,3.867372550583765e-11
